Severity,Start_Time,Start_Lat,Start_Lng,Distance(mi),Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Temp_Binned,Hour,Weekday,Is_Weekend,Rush_Hour_SL,Time_Category_SL,Road_Type_SL,Weather_Category_SL
3,2016-07-10 18:07:02,38.585968,-121.556419,0.0,2016-07-10 17:53:00,0.7933398628795301,36.4,0.1630434782608695,0.9757334299166968,0.1228070175438595,NNE,0.1055900621118012,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,18,6,1,1,Afternoon,Urban,Clear
3,2016-07-10 20:10:18,37.828934,-122.29377,0.0,2016-07-10 19:53:00,0.6278158667972576,36.4,0.5217391304347827,0.9764578051430638,0.1228070175438595,WSW,0.3571428571428571,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,20,6,1,0,Evening,Urban,Clear
3,2016-07-10 20:48:08,37.353039,-122.107246,0.0,2016-07-10 20:56:00,0.6170421155729678,36.4,0.4673913043478261,0.9768199927562478,0.1228070175438595,NNW,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,Very Cold,20,6,1,0,Evening,Urban,Clear
2,2016-07-10 20:33:27,37.790085,-121.289642,0.0,2016-07-10 20:55:00,0.6963761018609208,36.4,0.3478260869565217,0.9746468670771458,0.1228070175438595,WNW,0.248447204968944,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,Very Cold,20,6,1,0,Evening,Urban,Clear
3,2016-07-10 20:50:00,37.701363,-121.849533,0.0,2016-07-10 20:53:00,0.6474045053868757,36.4,0.4239130434782608,0.9757334299166968,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,Very Cold,20,6,1,0,Evening,Urban,Clear
3,2016-07-10 21:15:27,37.627132,-122.430923,0.0,2016-07-10 20:56:00,0.5592556317335946,36.4,0.6413043478260869,0.9768199927562478,0.1228070175438595,West,0.5714285714285716,0.01,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,Very Cold,21,6,1,0,Evening,Urban,Cloudy
2,2016-07-10 21:19:46,37.686726,-122.130112,0.0,2016-07-10 20:54:00,0.5886385896180216,36.4,0.5978260869565217,0.977544367982615,0.1228070175438595,West,0.2142857142857143,0.01,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,Very Cold,21,6,1,0,Evening,Urban,Clear
2,2016-07-10 22:50:37,38.451542,-122.670639,0.0,2016-07-10 22:53:00,0.5974534769833498,36.4,0.5217391304347827,0.9753712423035132,0.1228070175438595,North,0.248447204968944,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Very Cold,22,6,1,0,Evening,Urban,Clear
3,2016-07-11 00:13:19,37.507908,-121.968262,0.0,2016-07-11 06:47:00,0.5220372184133204,36.4,0.8043478260869565,0.9764578051430638,0.1228070175438595,Variable,0.1055900621118012,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Very Cold,0,0,0,0,Night,Urban,Clear
2,2016-07-11 01:12:19,38.396603000000006,-122.694054,0.0,2016-07-11 00:53:00,0.5788442703232126,36.4,0.5652173913043479,0.9750090546903294,0.1228070175438595,North,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Very Cold,1,0,0,0,Night,Urban,Clear
2,2016-07-11 01:11:41,37.460377,-122.140938,0.0,2016-07-11 06:47:00,0.5220372184133204,36.4,0.8043478260869565,0.9764578051430638,0.1228070175438595,Variable,0.1055900621118012,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Very Cold,1,0,0,0,Night,Urban,Clear
2,2016-07-11 02:12:12,37.801285,-122.424591,0.0,2016-07-11 01:53:00,0.5700293829578845,36.4,0.7282608695652173,0.9764578051430638,0.1228070175438595,East,0.0714285714285714,0.01,Clear,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,Very Cold,2,0,0,0,Night,Urban,Clear
2,2016-07-11 02:11:34,37.602505,-122.379791,0.0,2016-07-11 01:56:00,0.5288932419196867,36.4,0.7282608695652173,0.9764578051430638,0.1228070175438595,WNW,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Very Cold,2,0,0,0,Night,Urban,Clear
3,2016-07-11 02:10:05,37.785709,-122.244514,0.0,2016-07-11 01:53:00,0.5700293829578845,36.4,0.7282608695652173,0.9764578051430638,0.1228070175438595,East,0.0714285714285714,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Very Cold,2,0,0,0,Night,Urban,Clear
2,2016-07-11 02:43:11,37.386364,-122.264389,0.0,2016-07-11 02:35:00,0.5396669931439766,36.4,0.5978260869565217,0.9764578051430638,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night,Very Cold,2,0,0,0,Night,Urban,Clear
2,2016-07-11 02:49:53,37.294685,-121.81015,0.0,2016-07-11 06:47:00,0.5396669931439766,36.4,0.6413043478260869,0.9768199927562478,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,Very Cold,2,0,0,0,Night,Urban,Clear
2,2016-07-11 03:51:34,38.63903,-122.769447,0.0,2016-07-11 03:53:00,0.5004897159647406,36.4,0.75,0.9746468670771458,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Very Cold,3,0,0,0,Night,Urban,Clear
2,2016-07-11 05:06:40,37.132393,-121.633835,0.0,2016-07-11 05:15:00,0.4867776689520079,36.4,0.75,0.9768199927562478,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,Very Cold,5,0,0,0,Night,Urban,Clear
2,2016-07-11 06:07:57,38.216373,-122.603455,0.0,2016-07-11 06:15:00,0.4691478942213516,36.4,0.934782608695652,0.9764578051430638,0.1228070175438595,NW,0.0714285714285714,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,6,0,0,1,Night,Urban,Clear
2,2016-07-11 08:46:35,38.353054,-122.331436,0.0,2016-07-11 08:54:00,0.6082272282076396,36.4,0.5652173913043479,0.9753712423035132,0.1228070175438595,SSW,0.2142857142857143,0.01,Clear,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day,Very Cold,8,0,0,1,Morning,Urban,Clear
2,2016-07-11 08:00:27,37.759052,-122.028397,0.0,2016-07-11 07:54:00,0.5974534769833498,36.4,0.576086956521739,0.977544367982615,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,8,0,0,1,Morning,Urban,Clear
3,2016-07-11 08:42:03,37.320629,-121.995506,0.0,2016-07-11 08:53:00,0.6278158667972576,36.4,0.4565217391304347,0.9764578051430638,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,8,0,0,1,Morning,Urban,Clear
2,2016-07-11 08:10:13,37.867481,-121.63839,0.0,2016-07-11 07:53:00,0.5788442703232126,36.4,0.4999999999999999,0.9760956175298804,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,8,0,0,1,Morning,Urban,Clear
3,2016-07-11 08:31:07,37.74055900000001,-121.58578500000002,0.0,2016-07-11 08:53:00,0.6278158667972576,36.4,0.4456521739130435,0.9760956175298804,0.1228070175438595,Variable,0.0714285714285714,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,8,0,0,1,Morning,Urban,Clear
2,2016-07-11 08:29:23,36.98832700000001,-121.384308,0.0,2016-07-11 08:30:00,0.5572967678746328,36.4,0.5978260869565217,0.9771821803694308,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,8,0,0,1,Morning,Urban,Clear
2,2016-07-11 08:20:00,38.817383,-121.300316,0.0,2016-07-11 08:15:00,0.6101860920666015,36.4,0.2934782608695652,0.9750090546903294,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,8,0,0,1,Morning,Urban,Clear
2,2016-07-11 09:28:48,37.281792,-121.808235,0.0,2016-07-11 09:47:00,0.6807051909892264,36.4,0.391304347826087,0.9768199927562478,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,9,0,0,1,Morning,Urban,Clear
2,2016-07-11 09:12:46,36.780392,-121.777779,0.0,2016-07-11 08:53:00,0.5396669931439766,36.4,0.7608695652173914,0.9779065555957984,0.0852130325814535,NW,0.1055900621118012,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,9,0,0,1,Morning,Urban,Clear
2,2016-07-11 09:47:43,38.453529,-122.622757,0.0,2016-07-11 09:53:00,0.6767874632713027,36.4,0.4130434782608695,0.9746468670771458,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,9,0,0,1,Morning,Urban,Clear
2,2016-07-11 10:10:31,38.021603000000006,-122.539131,0.0,2016-07-11 10:15:00,0.6807051909892264,36.4,0.4565217391304347,0.9764578051430638,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,10,0,0,0,Morning,Urban,Clear
2,2016-07-11 09:57:32,37.656044,-122.406677,0.0,2016-07-11 09:56:00,0.5886385896180216,36.4,0.6195652173913044,0.9768199927562478,0.1228070175438595,WNW,0.4627329192546585,0.01,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,9,0,0,1,Morning,Urban,Cloudy
2,2016-07-11 10:05:22,37.688808,-122.39070900000002,0.0,2016-07-11 09:56:00,0.5886385896180216,36.4,0.6195652173913044,0.9768199927562478,0.1228070175438595,WNW,0.4627329192546585,0.01,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,10,0,0,0,Morning,Urban,Cloudy
2,2016-07-11 09:56:39,37.59034000000001,-122.361519,0.0,2016-07-11 09:56:00,0.5886385896180216,36.4,0.6195652173913044,0.9768199927562478,0.1228070175438595,WNW,0.4627329192546585,0.01,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,9,0,0,1,Morning,Urban,Cloudy
3,2016-07-11 10:06:45,37.546719,-122.022758,0.0,2016-07-11 09:47:00,0.6278158667972576,36.4,0.6521739130434783,0.9760956175298804,0.1228070175438595,Variable,0.1428571428571428,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,10,0,0,0,Morning,Urban,Clear
2,2016-07-11 09:43:17,37.303005,-121.816765,0.0,2016-07-11 09:47:00,0.6807051909892264,36.4,0.391304347826087,0.9768199927562478,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,9,0,0,1,Morning,Urban,Clear
3,2016-07-11 10:06:56,38.686363,-121.33287,0.0,2016-07-11 10:15:00,0.6807051909892264,36.4,0.3260869565217391,0.9753712423035132,0.1228070175438595,WNW,0.1055900621118012,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,10,0,0,0,Morning,Urban,Clear
3,2016-07-11 09:35:13,38.788437,-121.222595,0.0,2016-07-11 09:35:00,0.66307541625857,36.4,0.2717391304347826,0.9750090546903294,0.1228070175438595,NW,0.1055900621118012,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,9,0,0,1,Morning,Urban,Clear
3,2016-07-11 10:27:00,37.358383,-121.906975,0.0,2016-07-11 10:53:00,0.7267384916748286,36.4,0.3369565217391304,0.9757334299166968,0.1228070175438595,Variable,0.1770186335403727,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,10,0,0,0,Morning,Urban,Clear
2,2016-07-11 10:16:51,38.661823,-121.536583,0.0,2016-07-11 09:53:00,0.6856023506366309,36.4,0.358695652173913,0.9746468670771458,0.1228070175438595,NNW,0.248447204968944,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,10,0,0,0,Morning,Urban,Clear
2,2016-07-11 10:44:42,37.483288,-122.18074,0.0,2016-07-11 10:47:00,0.6807051909892264,36.4,0.576086956521739,0.9760956175298804,0.1228070175438595,North,0.2857142857142857,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,10,0,0,0,Morning,Urban,Clear
3,2016-07-11 10:27:52,37.495384,-121.923294,0.0,2016-07-11 10:56:00,0.6963761018609208,36.4,0.4130434782608695,0.9764578051430638,0.1228070175438595,North,0.2142857142857143,0.01,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,10,0,0,0,Morning,Urban,Clear
3,2016-07-11 10:55:47,37.838181,-122.296638,0.0,2016-07-11 10:53:00,0.6385896180215476,36.4,0.5326086956521738,0.9764578051430638,0.1228070175438595,WNW,0.248447204968944,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,10,0,0,0,Morning,Urban,Clear
2,2016-07-11 11:07:38,37.726044,-121.10331,0.0,2016-07-11 10:53:00,0.7355533790401568,36.4,0.2826086956521739,0.9746468670771458,0.1228070175438595,West,0.2857142857142857,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,11,0,0,0,Morning,Urban,Clear
2,2016-07-11 11:02:42,37.722588,-121.100273,0.0,2016-07-11 10:53:00,0.7355533790401568,36.4,0.2826086956521739,0.9746468670771458,0.1228070175438595,West,0.2857142857142857,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,11,0,0,0,Morning,Urban,Clear
3,2016-07-11 11:20:07,37.993298,-122.301949,0.0,2016-07-11 10:53:00,0.7355533790401568,36.4,0.3043478260869565,0.9739224918507784,0.1228070175438595,WNW,0.1428571428571428,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,11,0,0,0,Morning,Urban,Clear
2,2016-07-11 11:27:22,37.386368,-122.040916,0.0,2016-07-11 11:56:00,0.7159647404505388,36.4,0.4782608695652173,0.9760956175298804,0.1228070175438595,North,0.3571428571428571,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,11,0,0,0,Morning,Urban,Clear
3,2016-07-11 11:25:24,37.317062,-121.94059,0.0,2016-07-11 11:53:00,0.7355533790401568,36.4,0.3260869565217391,0.9753712423035132,0.1228070175438595,WNW,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,11,0,0,0,Morning,Urban,Clear
2,2016-07-11 11:43:48,38.468472,-123.008751,0.0,2016-07-11 11:53:00,0.7463271302644466,36.4,0.3369565217391304,0.974284679463962,0.1228070175438595,South,0.248447204968944,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,11,0,0,0,Morning,Urban,Clear
2,2016-07-11 11:44:36,36.963772,-121.98735,0.0,2016-07-11 11:53:00,0.6669931439764937,36.4,0.4673913043478261,0.9764578051430638,0.1228070175438595,South,0.2142857142857143,0.01,Clear,False,False,True,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day,Very Cold,11,0,0,0,Morning,Urban,Clear
2,2016-07-11 11:33:50,37.303005,-121.816765,0.0,2016-07-11 11:49:00,0.7512242899118512,36.4,0.2826086956521739,0.9760956175298804,0.1228070175438595,WNW,0.2857142857142857,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,11,0,0,0,Morning,Urban,Clear
2,2016-07-11 11:49:10,37.296665,-121.810623,0.0,2016-07-11 11:49:00,0.7512242899118512,36.4,0.2826086956521739,0.9760956175298804,0.1228070175438595,WNW,0.2857142857142857,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,11,0,0,0,Morning,Urban,Clear
2,2016-07-11 12:22:21,37.967606,-122.519264,0.0,2016-07-11 12:15:00,0.733594515181195,36.4,0.391304347826087,0.9757334299166968,0.1228070175438595,Variable,0.1770186335403727,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,12,0,0,0,Morning,Urban,Clear
2,2016-07-11 12:04:56,37.35236,-121.968605,0.0,2016-07-11 11:53:00,0.7355533790401568,36.4,0.3260869565217391,0.9753712423035132,0.1228070175438595,WNW,0.2142857142857143,0.01,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Very Cold,12,0,0,0,Morning,Urban,Clear
2,2016-07-11 12:26:37,37.119289,-121.626114,0.0,2016-07-11 12:35:00,0.7864838393731637,36.4,0.2282608695652174,0.9753712423035132,0.1228070175438595,North,0.1770186335403727,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,12,0,0,0,Morning,Urban,Clear
2,2016-07-11 12:52:50,36.744347,-121.691399,0.0,2016-07-11 12:53:00,0.6170421155729678,36.4,0.5543478260869565,0.9771821803694308,0.1228070175438595,West,0.3571428571428571,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,12,0,0,0,Morning,Urban,Clear
2,2016-07-11 12:52:01,37.088932,-121.59922,0.0,2016-07-11 12:55:00,0.7864838393731637,36.4,0.2282608695652174,0.9750090546903294,0.1228070175438595,NNW,0.1770186335403727,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,12,0,0,0,Morning,Urban,Clear
3,2016-07-11 12:52:20,38.641293,-121.456917,0.0,2016-07-11 12:55:00,0.7688540646425075,36.4,0.2173913043478261,0.9746468670771458,0.1102756892230575,West,0.1770186335403727,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,12,0,0,0,Morning,Urban,Clear
2,2016-07-11 13:01:36,38.505798,-121.242477,0.0,2016-07-11 12:53:00,0.7845249755142019,36.4,0.2065217391304347,0.974284679463962,0.1228070175438595,NW,0.1770186335403727,0.01,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Very Cold,13,0,0,0,Afternoon,Urban,Clear
2,2016-07-11 13:34:32,37.862591,-122.209557,0.0,2016-07-11 13:53:00,0.8344760039177278,36.4,0.1304347826086956,0.9724737413980442,0.1228070175438595,NNW,0.391304347826087,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,13,0,0,0,Afternoon,Urban,Clear
3,2016-07-11 13:27:06,37.785339,-122.192429,0.0,2016-07-11 13:53:00,0.6581782566111656,36.4,0.4891304347826087,0.9753712423035132,0.1228070175438595,WNW,0.5341614906832298,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,13,0,0,0,Afternoon,Urban,Clear
2,2016-07-11 13:49:24,37.695385,-122.073692,0.0,2016-07-11 13:54:00,0.7051909892262489,36.4,0.3478260869565217,0.9760956175298804,0.1228070175438595,WNW,0.5000000000000001,0.01,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Very Cold,13,0,0,0,Afternoon,Urban,Clear
3,2016-07-11 14:06:36,37.500111,-121.928589,0.0,2016-07-11 13:56:00,0.7051909892262489,36.4,0.4999999999999999,0.9753712423035132,0.1228070175438595,NNW,0.4285714285714286,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,14,0,0,0,Afternoon,Urban,Clear
2,2016-07-11 14:17:39,37.590656,-122.242973,0.0,2016-07-11 13:50:00,0.733594515181195,36.4,0.3695652173913043,0.9753712423035132,0.1228070175438595,NNW,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,14,0,0,0,Afternoon,Urban,Clear
3,2016-07-11 14:41:07,37.63975900000001,-121.884644,0.0,2016-07-11 14:53:00,0.8432908912830559,36.4,0.1521739130434782,0.9731981166244114,0.1228070175438595,WNW,0.3571428571428571,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,14,0,0,0,Afternoon,Urban,Clear
2,2016-07-11 14:43:57,39.364655,-121.607895,0.0,2016-07-11 14:53:00,0.8148873653281097,36.4,0.1413043478260869,0.9731981166244114,0.1228070175438595,SSW,0.248447204968944,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Very Cold,14,0,0,0,Afternoon,Urban,Clear
2,2016-07-11 14:54:14,38.449287,-122.725983,0.0,2016-07-11 14:53:00,0.7737512242899119,36.4,0.2065217391304347,0.9731981166244114,0.1228070175438595,South,0.4285714285714286,0.01,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,14,0,0,0,Afternoon,Urban,Clear
2,2016-07-11 14:55:49,38.578968,-121.415405,0.0,2016-07-11 14:55:00,0.8217433888344761,36.4,0.1195652173913043,0.9731981166244114,0.1228070175438595,West,0.1770186335403727,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,14,0,0,0,Afternoon,Urban,Clear
2,2016-07-11 14:53:50,39.1982,-121.011093,0.0,2016-07-11 14:45:00,0.733594515181195,36.4,0.1304347826086956,0.9779065555957984,0.1228070175438595,SW,0.1770186335403727,0.01,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Very Cold,14,0,0,0,Afternoon,Urban,Clear
2,2016-07-11 17:05:11,37.83596,-122.476982,0.0,2016-07-11 16:56:00,0.5974534769833498,36.4,0.576086956521739,0.9750090546903294,0.1228070175438595,West,0.8198757763975157,0.01,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,17,0,0,1,Afternoon,Urban,Cloudy
3,2016-07-11 18:55:18,37.722935,-121.648521,0.0,2016-07-11 18:53:00,0.7267384916748286,36.4,0.2717391304347826,0.9724737413980442,0.1228070175438595,WNW,0.3571428571428571,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,18,0,0,1,Afternoon,Urban,Clear
2,2016-07-11 19:24:58,38.470619,-122.729507,0.0,2016-07-11 19:53:00,0.6767874632713027,36.4,0.4347826086956521,0.971387178558493,0.1228070175438595,South,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,19,0,0,1,Evening,Urban,Clear
3,2016-07-11 19:27:15,38.146427,-122.216576,0.0,2016-07-11 19:54:00,0.6669931439764937,36.4,0.4673913043478261,0.971387178558493,0.1228070175438595,SSW,0.391304347826087,0.01,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,19,0,0,1,Evening,Urban,Clear
3,2016-07-11 19:26:40,37.640194,-122.090424,0.0,2016-07-11 19:54:00,0.5886385896180216,36.4,0.5978260869565217,0.9753712423035132,0.1228070175438595,WNW,0.2857142857142857,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Very Cold,19,0,0,1,Evening,Urban,Clear
2,2016-07-11 21:21:23,37.396908,-120.631355,0.0,2016-07-11 21:15:00,0.6807051909892264,36.4,0.391304347826087,0.971387178558493,0.1228070175438595,North,0.2142857142857143,0.01,Clear,False,False,True,False,False,False,True,False,False,False,False,False,False,Night,Night,Day,Day,Very Cold,21,0,0,0,Evening,Urban,Clear
2,2016-07-11 21:37:45,37.620621,-120.541679,0.0,2016-07-11 21:35:00,0.6983349657198826,36.4,0.391304347826087,0.971749366171677,0.1228070175438595,North,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,Very Cold,21,0,0,0,Evening,Urban,Clear
3,2016-07-11 22:01:42,37.053673,-120.966621,0.0,2016-07-11 21:53:00,0.7267384916748286,36.4,0.2717391304347826,0.971387178558493,0.1228070175438595,NW,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,Very Cold,22,0,0,0,Evening,Urban,Clear
2,2016-07-11 22:19:20,39.016598,-122.059464,0.0,2016-07-11 22:53:00,0.6669931439764937,36.4,0.5543478260869565,0.9710249909453096,0.1228070175438595,SSE,0.1428571428571428,0.01,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day,Very Cold,22,0,0,0,Evening,Urban,Clear
2,2016-07-11 23:23:22,38.651924,-121.390404,0.0,2016-07-11 23:15:00,0.66307541625857,36.4,0.3804347826086956,0.971749366171677,0.1228070175438595,SSE,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,Very Cold,23,0,0,0,Evening,Urban,Clear
3,2016-07-11 23:37:37,38.657333,-121.363838,0.0,2016-07-11 23:35:00,0.6454456415279138,36.4,0.3804347826086956,0.971749366171677,0.1228070175438595,SSE,0.248447204968944,0.01,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Very Cold,23,0,0,0,Evening,Urban,Clear
2,2016-07-12 00:02:35,36.841221,-121.508652,0.0,2016-07-12 01:45:00,0.5044074436826641,36.4,0.8695652173913044,0.9757334299166968,0.1228070175438595,Calm,0.2142857142857143,0.01,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night,Very Cold,0,1,0,0,Night,Urban,Clear
2,2016-07-12 00:03:33,37.452118,-122.126907,0.0,2016-07-12 06:47:00,0.5220372184133204,36.4,0.8695652173913044,0.9764578051430638,0.1228070175438595,Variable,0.1055900621118012,0.01,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Very Cold,0,1,0,0,Night,Urban,Cloudy
